,Unnamed: 0,평점,날짜,제목,내용
42,42,3,20.03.18.,보통이에요,상품평이 대체로 좋다 일색인데 며칠 사용해본 제 느낌은 뻑뻑하다예요 건성피부인 저는 아터미 자차  에스티로더 더블웨어 조합이 너무너무 건조해서 닥터지 마일드 선업 자차가 무기자차임에도 촉촉하다는 평이 많길래 사용해봤어요 기초를 치덕치덕하게 한 상태에서 이 제품을 바르자마자 뽀송해져요 전 뽀송한거 싫어요번들거리는게 좋아요건성이니까요더블웨어를 쓰니까요 너무 뻑뻑해서 잘 펴발라지지도 않아요 그 위에 더블웨어를 올리면 얼룩도 생겨요 더블웨어가 건조하긴해도 주름에 끼지는 않았는데 이 자차 위에 올리니 주름에 끼기까지 하네요 눈 가 입 옆 팔자주름 보조개까지 구석구석에 껴요 주름에 껴서 퍼프로 두드리니 얼룩이 더 심해지고 뭉치기까지 해요 다음날엔 새끼손톱만한 양으로 얇게 발라주니 주름에 끼고 뭉치는 현상은 덜했지만 무기자차는 듬뿍 발라야 효과있는 것인데 새끼손톱만큼 발라서야 무슨 소용이에요 어느 리뷰 보니 촉촉타입 자차랑 섞어쓰니 딱 좋다네요 저도 그렇게 사용해봐야겠어요 아님 뒀다가 기름 땀 나오는 여름에 쓰거나 그런데 신기하게도 뻑뻑하고 파우더리한 느낌이긴해도 애터미에 비해 건조하진 않아요 향도 거의 없어서 향에 예민한 분들에게 합격일거 같아요
43,43,4,20.12.16.,이전 상품 사용하고 동일제품이겠거니 하고 재구입했는데 인터넷에서는 플러스 제품 만 구입 가능 하다고 하더라고요기존 마일드 업 선 보다 훨씬 제형이 묽어요백탁현상은 스며들면,이전 상품 사용하고 동일제품이겠거니 하고 재구입했는데 인터넷에서는 플러스 제품 만 구입 가능 하다고 하더라고요기존 마일드 업 선 보다 훨씬 제형이 묽어요백탁현상은 스며들면 잘 모르겠구요쓸 때마다 주르륵 흐르는게ㅠ 아직 적응은 안되네요싸게 사긴 했어요
44,44,5,피엠제이.,향이 안 쎈 게 제일 좋고 백탁도 적당해서 톤업 되는 정도 화장 안 하고 다녀서 백탁 쫌 있는 게 좋네요 기름 올라오는 것도 별로 없고 오히려 쪼끔 건조해지는 느낌이 있는데 제,향이 안 쎈 게 제일 좋고 백탁도 적당해서 톤업 되는 정도 화장 안 하고 다녀서 백탁 쫌 있는 게 좋네요 기름 올라오는 것도 별로 없고 오히려 쪼끔 건조해지는 느낌이 있는데 제가 건성이라서 그럴수도 순해서 눈이 안 아파요
45,45,4,20.08.29.,기존 그린마일드업선 사용자에요 새로,기존 그린마일드업선 사용자에요 새로나온 플러스 제품은 물리자차인데도 바를때부터 백탁이 없고 기존제품보다 덜 건조해서 피부가 편안한 점이 맘에 들어요 그래도 마무리감이 보송하다보니 건성피부인 저는 당김이 좀 있어서 봄여름에만 사용하려고요 다른 자차 샘플이 함께 와서 비교사용해 볼 수 있는데 로션이 가장 촉촉하고 발림성이 좋더군요
46,46,5,20.06.25.,피부가 예민해서 다른 선크림은 항상 화한 느낌과 지독한 향수 냄새때문에 코도 힘들고 눈에서도 눈물이 주륵주륵 흘리던 제가 닥터지 선크림 만나고 세상 편할 수가 없습니다 발림성이면,피부가 예민해서 다른 선크림은 항상 화한 느낌과 지독한 향수 냄새때문에 코도 힘들고 눈에서도 눈물이 주륵주륵 흘리던 제가 닥터지 선크림 만나고 세상 편할 수가 없습니다 발림성이면 발림성 촉촉함까지 겸비한 선크림이어서 일상생활 속에서 바르기 정말 좋구요 백탁현상도 비벼 바를 때 잠깐 하얗고 다 흡수되면 살짝 톤업만 된 화사한 느낌이어서 좋아요 선크림쓰고 피부좋아졌다는 말도 들었을 정도에요 가격이 살짝 단점이지만 이번에 세일에서 득템
47,47,4,21.04.09.,기초 바르고 잘 펴서 발라주면 백탁 거의 없고오히려 약간 톤업되는 느낌도 있는것같아요운동할 때 발랐는데 눈 따가운 것도 없고 좋았어요배송은 월요일주문 목요일 수령했어요 그거때문에,기초 바르고 잘 펴서 발라주면 백탁 거의 없고오히려 약간 톤업되는 느낌도 있는것같아요운동할 때 발랐는데 눈 따가운 것도 없고 좋았어요배송은 월요일주문 목요일 수령했어요 그거때문에 별하나 뺐어요좀 더 써봐야 알겠지만 피부트러블 없으면 재주문 할거같아요
48,48,5,20.09.17.,온갖 백화점 선크림까지 발라봤는데도 하루종일 눈을 잘 못뜨고 시림이 심한 편이라 요즘 같이 화장 잘 못하고 선크림으로만 사는 때는 정말 고르기 힘들더라구요 벌써 몇개째 실패를,온갖 백화점 선크림까지 발라봤는데도 하루종일 눈을 잘 못뜨고 시림이 심한 편이라 요즘 같이 화장 잘 못하고 선크림으로만 사는 때는 정말 고르기 힘들더라구요 벌써 몇개째 실패를 했는지드디어 맞는 걸 찾아 환호하듯 좋아하고 있어요 눈시림이 없어 다행이고 발림성도 매우 부드러워 쉽게 발려요 추천합니다
49,49,5,20.12.27.,저는 전에 이거 같은 라인 주황색이랑 다홍색 쓰고 있었는데 그때 진짜 유분이 심하게 올라왔어요 ㅠ 제가 지성이라 그런가보다 하고 선크림탓이라고 생각을 못해봣는데 이번에 이 선크림으,저는 전에 이거 같은 라인 주황색이랑 다홍색 쓰고 있었는데 그때 진짜 유분이 심하게 올라왔어요 ㅠ 제가 지성이라 그런가보다 하고 선크림탓이라고 생각을 못해봣는데 이번에 이 선크림으로 바꾸고 나서 그런 번들거림이 싹 없어졌어요 지성분들은 꼭 이거 쓰시길 바랄게요
50,50,5,20.02.05.,썬크림 발라야한다는건 알았지만,썬크림 발라야한다는건 알았지만 백탁이 너무 심하다거나 뻑뻑하게 발리거나 하는 등의 이유로한가지에 정착하지못하고 굉장히 여러제품을 써봤었습니다마음에 안들어서계속 바꾸었었지요그러다 닥터지 썬크림이 훌륭하다는 리뷰들을 보고 한번 질러보았습니다가격도 부담없는 좋은 가격이고요일단 닥터지썬크림은 전혀 자극적이지않습니다일부 제품들은 썬크림을 발라도 햇빛에 막상 오래 노출되고나면 피부가 부담스러운데제역할을 톡톡히합니다백탁정도도 적당하고요 엄청 순한 느낌입니다그리고 제가 매우건 화장전 촉촉한 베이스로 쓴다고생각하고 발라보세요지금 제가 리뷰쓰고있는때가 월초 한겨울인데늦가을부터 베이스겸 닥터지 썬크림을 쓰는중인데 피부가 전혀 당기지않고요여름엔 어떨지 궁금한데 아마 촉촉한 제품이라 여름에 혹시 무리가 있지않을까 궁금하네요늦은봄까진 계속 쓸예정입니다제가 계속 재구매하는 제품입니다혹시 썬크림 뭐살지 고민중이시라면 한번 꼭 경험해보세요
51,51,5,20.02.05.,썬크림 발라야한다는건 알았지만,썬크림 발라야한다는건 알았지만 백탁이 너무 심하다거나 뻑뻑하게 발리거나 하는 등의 이유로한가지에 정착하지못하고 굉장히 여러제품을 써봤었습니다마음에 안들어서계속 바꾸었었지요그러다 닥터지 썬크림이 훌륭하다는 리뷰들을 보고 한번 질러보았습니다가격도 부담없는 좋은 가격이고요일단 닥터지썬크림은 전혀 자극적이지않습니다일부 제품들은 썬크림을 발라도 햇빛에 막상 오래 노출되고나면 피부가 부담스러운데제역할을 톡톡히합니다백탁정도도 적당하고요 엄청 순한 느낌입니다그리고 제가 매우건 화장전 촉촉한 베이스로 쓴다고생각하고 발라보세요지금 제가 리뷰쓰고있는때가 월초 한겨울인데늦가을부터 베이스겸 닥터지 썬크림을 쓰는중인데 피부가 전혀 당기지않고요여름엔 어떨지 궁금한데 아마 촉촉한 제품이라 여름에 혹시 무리가 있지않을까 궁금하네요늦은봄까진 계속 쓸예정입니다제가 계속 재구매하는 제품입니다혹시 썬크림 뭐살지 고민중이시라면 한번 꼭 경험해보세요
52,52,5,21.05.23.,포장지 변경하심이 어떠실까요,포장지 안에 선크림 겉상자가 다 뭉개져서 부서질 듯한 상태에서 왔어요 판매자님 지금 하시는 포장지말고 상자를 사용하시거나 아니면 포장지 크기를 조금 더 키워야 할 것 같아요 자칫하면 선크림에 힘이 가해져서 터질 수도 있겠더라구요 많이 판매하세요
53,53,4,21.03.09.,부드러운 로션 타입이라 잘 발리고 하얀 색이지만 몇번 펴발라주면 어두운 피부가 약간 뽀얘지면서 피부색이 정돈되는 느낌입니다 선크림이 원래 강한 제품들인데 이 제품은 순한 듯,부드러운 로션 타입이라 잘 발리고 하얀 색이지만 몇번 펴발라주면 어두운 피부가 약간 뽀얘지면서 피부색이 정돈되는 느낌입니다 선크림이 원래 강한 제품들인데 이 제품은 순한 듯하고 마스크를 쓰니 특유의 향이 나는데 거슬리지 않아서 괜찮습니다
54,54,5,21.05.10.,지인의 추천으로 사용해봤는데 예전까지는 피부트러블이 적다고 해서 만원대의 썬크림을 구매해서 사용했었는데 오히려 이 제품이 더 피부트러블이 없었으며 번들거림도 적고 가격도 더 저렴,지인의 추천으로 사용해봤는데 예전까지는 피부트러블이 적다고 해서 만원대의 썬크림을 구매해서 사용했었는데 오히려 이 제품이 더 피부트러블이 없었으며 번들거림도 적고 가격도 더 저렴해서 저는 만족합니다바꾸기를 잘 한 것 같아요
55,55,5,21.05.28.,악건성피부라 지금은 땀이 많이 날때가 아니라서 뻑뻑해요 한여름 가만히 있어도 땀날땐 바르기 아주 좋겠어요 견본품으로주신 에센스선은 부드럽게 발려서 저와 같은 피부는 아주 좋아요,악건성피부라 지금은 땀이 많이 날때가 아니라서 뻑뻑해요 한여름 가만히 있어도 땀날땐 바르기 아주 좋겠어요 견본품으로주신 에센스선은 부드럽게 발려서 저와 같은 피부는 아주 좋아요 여름 지나면 에센스 선으로 구매해야겠어요
56,56,5,20.08.31.,항상 선크림을 사용하면 눈이 시리고 얼굴 표면에 뜨고 기름기도 많이 올라와서 파데만 바르고 살았는데 닥터지 선크림을 만나고서부터는 고민이나 걱정이 싹 사라졌습니다 피부 보호뿐만,항상 선크림을 사용하면 눈이 시리고 얼굴 표면에 뜨고 기름기도 많이 올라와서 파데만 바르고 살았는데 닥터지 선크림을 만나고서부터는 고민이나 걱정이 싹 사라졌습니다 피부 보호뿐만 아니라 화장할 때도 안밀리고 백탁도 없고 그냥 크림 바르는 것처럼 매일 매일 꾸준히 쓰고있어요 벌써  다 써서 또 살거에요 모두 닥터지하세요강추
57,57,5,20.12.21.,선케어 제품 하나 시켰는데 뭐가 많이 와서 놀랬네요피부가 예민해서 트러블 안나는 제품 찾다가 주문 했어요 백탁 없고 부드럽게 잘 발립니다  트러블은 아직 더 써봐야 알거,선케어 제품 하나 시켰는데 뭐가 많이 와서 놀랬네요피부가 예민해서 트러블 안나는 제품 찾다가 주문 했어요 백탁 없고 부드럽게 잘 발립니다  트러블은 아직 더 써봐야 알거 같은데 발랐을때 자극적이지도 않고 답답하지도 않고 편합니다
58,58,4,20.10.21.,처음 써봤는데 뽀송뽀송하게 마무리되는 느낌이에요 트러블 안났고 수부지라 시간 지나면 조금 건조한 느낌 들어요이건 기초 충분히하면 괜춘 썬크림은 시간 지나면 기름 올라오는걸 젤,처음 써봤는데 뽀송뽀송하게 마무리되는 느낌이에요 트러블 안났고 수부지라 시간 지나면 조금 건조한 느낌 들어요이건 기초 충분히하면 괜춘 썬크림은 시간 지나면 기름 올라오는걸 젤 싫어하는데 그런거없어서 좋았고 다만 향이 좀 옛날 엄마화장품 냄새 같은게 나서ㅠㅠ 그거말고는 조ㅎ아요
59,59,5,20.11.21.,다른 썬크림보다 백탁이 안심하고 냄새도 없고 순해서 좋아요 지성피부라 다른거 쓰면 화장이 나중에 다 번지는데 닥터지 마일드는 그걸 잡아줘서 하루종일 화장이 번지지 않아요 그래서,다른 썬크림보다 백탁이 안심하고 냄새도 없고 순해서 좋아요 지성피부라 다른거 쓰면 화장이 나중에 다 번지는데 닥터지 마일드는 그걸 잡아줘서 하루종일 화장이 번지지 않아요 그래서 여름에는 강추이고 겨울에는 기초 꼼꼼히 해서 건조하지 않게 하는게 중요함
60,60,5,20.07.24.,우선 오프라인보다 저렴한가격에 구매해,우선 오프라인보다 저렴한가격에 구매해서너무좋아요또한 질감이 가벼우면서도 건조하지않아서 여름에 쓰기에 좋은거같아요샘플도 여러개보내주셔서 같은브랜드선크림을 체험해볼수있어서 좋았어요 특히나 트러블이 잘나는 예민한 피부인데 일주일이상썼는데 트러블도 안나고 너무기름지지않고 수분이 가득해서좋아요 건성인데 예민한피부인분들추천이요
